Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,ATH_Sales_Flag,Signal
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,1959.9000244140625,False,28070.9,False,True,16.38,-2.55,False,172985.0,True,EXIT
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,731.0,False,49307.979999999996,False,False,-31.57,-31.22,False,,False,EXIT
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,1421.0,True,56090.159999999996,True,True,-6.06,-5.83,False,,False,HOLD
SBIN,State Bank of India,Financial Services,Banks - Regional,1097.199951171875,False,62161.45,False,True,31.72,31.79,True,,False,HOLD
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,1078.0,False,20303.53,True,True,18.01,18.14,True,,False,HOLD
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,4056.0,False,16280.750000000002,True,True,6.62,6.89,True,255734.0,True,HOLD
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,394.0,False,47354.67,False,False,-15.72,-15.45,False,889970.0,True,EXIT
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,2096.0,False,15028.0,True,False,-16.13,-21.23,False,63121.0,True,EXIT
INFY,Infosys Limited,Technology,Information Technology Services,1175.0999755859375,False,332.4,False,False,-22.34,-22.71,False,162990.0,True,EXIT
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1945.0,True,11256.259999999998,True,True,7.23,17.2,True,52578.0,True,ADD
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,14037.0,False,14777.4,True,False,0.62,6.64,True,152913.0,True,HOLD
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,4941.0,True,4825.0,True,True,34.24,40.17,True,60456.0,True,ADD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,3020.0,False,7007.960000000001,False,True,22.44,29.75,True,127540.0,False,HOLD
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3502.0,False,18880.07,True,True,-1.45,4.57,False,159211.0,True,HOLD
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,209.0,False,14687.210000000001,False,True,88.56,76.01,True,56203.0,True,HOLD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1693.5,False,13317.560000000001,True,True,21.15,21.39,True,30475.0,True,HOLD
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,390.75,False,15827.900000000001,False,False,-6.65,-6.41,False,,False,EXIT
AXISBANK,AXISBANK,Financial Services,Banks - Regional,1238.0,False,28489.31,True,False,10.39,10.55,True,,False,HOLD
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,1356.5999755859375,False,13188.0,False,False,-12.12,-12.54,False,117055.0,True,EXIT
ITC,ITC Limited,Consumer Defensive,Tobacco,286.1000061035156,False,19957.49,False,False,-30.31,-35.31,False,75323.0,True,EXIT
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,12105.0,False,9533.34,True,True,-5.43,-5.85,False,75955.0,True,HOLD
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,342.5,False,28706.79,True,False,9.86,-0.62,False,188138.0,True,EXIT
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,4910.0,False,9115.6,True,True,3.13,3.41,True,30981.0,True,HOLD
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,2008.9000244140625,False,10144.27,True,True,0.27,0.47,True,133822.0,True,HOLD
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,11662.0,False,11759.400000000001,True,True,31.29,37.23,True,50995.0,True,HOLD
