Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Profits (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,19729718706176,69648.0,3.94,9.72,0.3565,26994.0,"19407.0, 18540.0, 16563.0",48.84,False,False,False,2026-01-16
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,14324514947072,67350.83,1.65,10.84,0.0,16257.91,"15393.46, 17656.61, 17381.05",99.43,True,False,True,2026-01-16
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,12282053525504,33556.1,7.56,33.02,1.2972,5947.9,"11021.8, 14781.2, 3593.2",46.85,False,False,False,2026-01-16
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,11602121195520,48553.0,22.51,42.63,0.0944,10657.0,"12760.0, 12224.0, 12380.0",28.2,False,False,True,2026-01-16
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,10090297950208,51029.2,2.19,17.6,0.0,13357.06,"13557.6, 13502.22, 12883.37",99.51,True,False,True,2026-01-16
SBIN,State Bank of India,Financial Services,Banks - Regional,9621072773120,77561.34,1.15,15.68,0.0,21201.47,"19600.46, 18853.16, 19782.76",44.27,True,True,True,2026-01-16
INFY,Infosys Limited,Technology,Information Technology Services,6836226883584,315.8,15.67,32.68,0.1053,74.8,"83.9, 80.9, 81.3",85.13,False,False,False,2026-01-16
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,5905931829248,16637.82,3.99,19.09,3.1029,4875.36,"4699.61, 4479.57, 4246.54",42.51,True,False,True,2026-01-16
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,5546085187584,10649.0,10.23,21.82,0.0361,2756.0,"2464.0, 2984.0, 2591.0",43.38,False,False,False,2026-01-16
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,5304790024192,15037.11,4.71,16.52,1.1185,3617.19,"5497.26, 3358.84, 3395.29",83.22,False,False,False,2026-01-16
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,5189028282368,48320.33,0.75,44.62,-0.0026,10957.05,"19038.67, 11008.65, 7728.68",4.08,True,False,True,2026-01-16
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,4986109952000,14500.2,6.54,15.65,0.001,3792.4,"3911.1, 3726.9, 3102.5",37.24,False,False,False,2026-01-16
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,4594197856256,17390.0,12.32,23.19,0.0975,4076.0,"3843.0, 4307.0",38.48,False,False,False,2026-01-16
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,4390009438208,12929.1,6.71,17.23,1.3229,4083.32,"3295.17, 3180.58, 3170.72",68.3,False,False,False,2026-01-16
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,4158482546688,22125.99,2.16,11.78,0.0,4472.18,"4932.76, 4701.02, 5044.05",73.48,True,False,True,2026-01-16
ITC,ITC Limited,Consumer Defensive,Tobacco,4124533587968,34746.63,16.61,27.81,0.0051,5244.2,"19727.37, 4934.8, 4992.87",75.6,False,False,False,2026-01-16
AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,4018889555968,28055.11,1.59,14.0,0.0,6243.72,"7475.13, 6742.29, 7401.26",90.1,True,False,True,2026-01-16
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4004250124288,10929.04,8.57,14.22,0.0668,2278.63,"2149.88, 2903.38, 3040.16",44.37,False,False,False,2026-01-16
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,3722840113152,3337.0,8.52,36.64,2.2302,1091.0,"871.0, 1047.0, 704.0",36.09,False,False,False,2026-01-16
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,3640796381184,6039.11,5.46,10.52,0.3319,2225.9,"2052.97, 1469.51, 702.82",38.75,False,False,False,2026-01-16
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,3358440554496,23422.46,4.42,13.1,1.2775,6010.6,"7611.22, 5062.51, 5274.59",44.78,False,True,False,2026-01-16
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,3275999412224,11092.31,7.34,18.59,0.8156,3314.59,"3014.22, 2520.26, 2445.0",35.52,False,False,False,2026-01-16
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,3197280714752,8872.31,4.99,15.1,2.3754,2244.1,"2789.05, 2416.64, 2231.0",35.1,True,False,True,2026-01-16
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,3110116786176,36225.62,5.08,10.98,0.438,10784.88,"9804.07, 7322.83, 8621.69",30.77,False,False,False,2026-01-16
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,2998836920320,5321.44,10.47,29.01,0.0027,969.91,"2127.04, 1310.95, 1092.45",48.08,False,True,False,2026-01-16
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,2961803837440,8364.13,4.16,24.79,0.0003,1669.07,"1383.77, 3976.66, 1439.83",27.59,False,False,False,2026-01-16
JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,2900036419584,3504.0,4.47,7.28,1.1874,2184.0,"1503.0, 717.0, 439.0",34.92,False,False,False,2026-01-16
WIPRO,Wipro Limited,Technology,Information Technology Services,2801644077056,13135.4,7.31,16.11,0.1874,3246.2,"3330.4, 3569.6, 3353.8",29.09,False,False,False,2026-01-16
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,2788703862784,7099.0,2.64,15.82,1.7777,734.41,"3844.92, 57.83",31.33,False,False,False,2026-01-16
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,2750768480256,12938.77,8.61,19.98,0.8125,3384.86,"2636.97, 3057.21, 3331.8",27.16,False,False,False,2026-01-16
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,2694697189376,10353.0,25.96,99.11,0.8817,2234.0,"3003.0, 2678.0, 2327.0",10.23,False,False,False,2026-01-16
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,2666151542784,14988.0,9.71,35.05,1.9025,3185.0,"3483.0, 3547.0, 4352.0",41.35,False,False,False,2026-01-16
COALINDIA,Coal India Limited,Energy,Thermal Coal,2656136069120,35358.16,8.13,30.58,0.1298,8743.38,"9604.02, 8505.57, 6289.1",41.13,False,True,False,2026-01-16
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,2649540526080,7324.73,14.69,25.57,0.5726,2122.03,"2210.44, 1801.85, 2195.65",39.53,False,False,False,2026-01-16
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2642704334848,3667.23,10.36,20.39,0.1761,993.59,"1099.77, 692.13, 1110.48",46.18,False,False,False,2026-01-16
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,2621564518400,527.0,-1.23,0.72,0.1087,25.0,"39.0, 59.0, 176.0",74.6,False,False,False,2026-01-16
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,2603160436736,27830.0,3.64,9.95,0.5613,76170.0,"3924.0, 13468.0, 5451.0",54.45,False,False,False,2026-01-16
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,2537468985344,3207.59,22.59,70.79,0.1075,646.59,"873.49, 688.01, 899.49",36.43,False,False,True,2026-01-16
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,2456972689408,2708.02,0.0,0.0,0.0703,855.92,"772.97, 550.9, 723.72",22.5,False,False,False,2026-01-16
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,2393045204992,15521.44,6.05,15.92,1.4119,3630.58,"4142.87, 3861.63, 3793.02",45.72,False,False,False,2026-01-16
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,2347326504960,3420.51,3.85,7.17,0.997,3101.75,"2077.68, 1300.81, 326.64",65.09,False,False,False,2026-01-16
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,2278038175744,13597.84,4.57,13.17,0.7263,6813.71,"8123.64, 2115.29, 169.58",23.88,False,True,False,2026-01-16
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,2089061974016,16001.0,5.98,14.21,0.5757,4741.0,"4004.0, 5283.0, 3735.0",62.77,False,False,False,2026-01-16
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,2086888800256,2413.3,0.36,14.2,0.0,594.37,"813.51, 550.82, 529.42",41.33,True,True,True,2026-01-16
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,2006498934784,4734.44,10.11,24.87,0.0202,1369.45,"1205.22, 1362.15, 1170.5",48.91,False,False,False,2026-01-16
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,1906747768832,3705.68,3.18,5.83,1.2663,1418.68,"1208.88, 898.97, 314.63",53.44,False,False,False,2026-01-16
HYUNDAI,HYUNDAI,Consumer Cyclical,Auto Manufacturers,1901671219200,5640.21,15.03,36.78,0.0489,1369.23,"1614.36, 1160.73, 1489.65",16.46,False,False,False,2026-01-16
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,1872927653888,9553.82,3.43,17.32,2.7908,2159.4,"2143.77, 3246.85, 2140.4",68.45,True,False,True,2026-01-16
LTIM,LTIMindtree Limited,Technology,Information Technology Services,1869370228736,4598.7,11.68,21.79,0.1016,1254.1,"1128.5, 1085.4, 1251.0",31.19,False,False,False,2026-01-16
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,1832441872384,7258.4,6.41,82.19,8.6646,2176.3,"3067.5, 2448.8, 986.7",54.25,False,False,False,2026-01-16
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,1771255889920,1612.59,0.0,0.0,0.078,324.66,"316.11, 294.78, 689.07",52.04,True,False,False,2026-01-16
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,1741908213760,2235.56,8.24,31.23,3.4608,610.04,"648.16, 566.03, 560.49",48.33,False,False,False,2026-01-16
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,1692347269120,2594.63,0.0,0.0,0.1155,1317.02,"726.49, 185.15, 619.61",38.48,False,False,False,2026-01-16
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1655462035456,2191.0,10.44,17.06,0.0058,545.0,"662.0, 589.0, 510.0",44.88,False,False,False,2026-01-16
TMCV,TMCV,Consumer Cyclical,Auto Manufacturers,1614702313472,22959.0,0.0,0.0,0.0,0.0,N/A,0.0,False,False,False,2026-01-16
DLF,DLF Limited,Real Estate,Real Estate - Development,1609032531968,4367.62,1.81,10.29,0.0413,762.67,"1282.2, 1058.73, 1381.08",24.36,False,False,False,2026-01-16
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,1596840738816,6502.0,1.37,12.7,7.3014,1745.69,"1681.87, 1630.66, 1612.65",13.59,True,True,True,2026-01-16
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,1594442383360,20716.33,1.07,13.08,0.0,3469.16,"5419.7, 5213.72, 5355.1",35.85,True,False,True,2026-01-16
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,1580220153856,5332.9,5.28,23.81,3.6744,2420.63,"2016.2, 1477.68, 1389.18",21.1,True,False,True,2026-01-16
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,1580166021120,1810.82,0.35,11.32,0.1761,548.35,"475.36, 421.31, 435.18",44.33,True,False,True,2026-01-16
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,1575745355776,13336.55,7.84,24.82,0.5639,6839.02,"4391.83, 3805.94, 2297.23",42.7,False,True,False,2026-01-16
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,1532580200448,1444.0,4.02,8.98,2.9622,713.0,"230.0, 492.0, 276.0",16.89,False,False,False,2026-01-16
PNB,Punjab National Bank,Financial Services,Banks - Regional,1522149752832,18480.29,0.94,12.67,0.0,2119.88,"4989.29, 4801.0, 4714.14",29.92,True,True,True,2026-01-16
TATACAP,TATACAP,Financial Services,Asset Management,1515206606848,0.0,1.88,13.14,5.6797,0.0,N/A,15.88,True,False,False,2026-01-16
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1502756601856,2076.24,13.4,24.08,0.0454,672.41,"422.34, 552.42, 534.56",33.67,False,False,False,2026-01-16
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1479675478016,4251.5,8.4,16.27,0.0699,1140.6,"1166.7, 983.2, 1250.1",60.62,False,False,False,2026-01-16
ICICIAMC,ICICIAMC,Financial Services,Asset Management,1450895867904,2650.66,0.0,0.0,0.0412,917.09,"691.71, 631.84",47.0,True,False,False,2026-01-16
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,1447121649664,4262.72,2.33,19.62,7.2431,1137.83,"1259.56, 1088.21, 967.8",50.0,True,False,True,2026-01-16
CANBK,Canara Bank,Financial Services,Banks - Regional,1425271554048,17539.62,1.13,17.57,0.0,3194.95,"5070.19, 4214.16, 4187.76",34.06,True,False,True,2026-01-16
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,1421153009664,2178.73,20.03,66.23,0.5842,520.72,"559.95, 581.69, 531.45",48.84,False,False,False,2026-01-16
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,1386620518400,1546.72,13.35,29.38,0.3779,376.86,"429.69, 318.15, 497.25",53.62,False,False,False,2026-01-16
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,1368772182016,4167.43,3.14,11.12,0.0183,787.88,"956.28, 2115.33, 479.53",32.12,False,False,False,2026-01-16
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1359941468160,1911.25,13.02,26.83,0.334,591.0,"548.0, 498.25, 503.0",30.75,False,False,False,2026-01-16
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,1344659521536,18026.95,1.3,15.56,0.0,5072.69,"4427.94, 5011.21, 4623.03",25.22,True,False,True,2026-01-16
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,1265651286016,1852.3,8.74,14.98,0.3382,452.45,"411.99, 498.31, 491.31",35.48,False,False,False,2026-01-16
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,1238693183488,22990.81,2.83,21.11,6.0334,5743.25,"6866.26, 6316.45, 5828.79",42.92,True,False,True,2026-01-16
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,1211544502272,3803.0,3.44,9.55,0.4994,827.0,"511.84, 1050.46, 878.63",42.21,False,True,False,2026-01-16
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,1190822412288,6520.67,0.7,11.79,0.0002,1559.02,"3486.51, 1725.49, 1748.36",38.42,True,False,True,2026-01-16
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1176675287040,1278.47,3.66,6.48,0.1187,334.15,"344.85, 278.88, 364.42",64.46,False,False,False,2026-01-16
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,1173713584128,27383.4,-1.22,0.0,0.0,5524.2,"6608.1, 7166.1, 6609.3",24.8,False,False,False,2026-01-16
TATAPOWER,Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,1170114871296,3971.0,3.93,11.72,1.5616,919.44,"1059.86, 1042.83, 1030.7",52.7,False,False,False,2026-01-16
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,1161439870976,1209.44,15.31,30.29,0.1643,344.97,"338.7, 322.23, 314.87",26.39,False,False,False,2026-01-16
INDIANB,Indian Bank,Financial Services,Banks - Regional,1148159262720,11261.47,1.3,15.75,0.0,2276.37,"2981.64, 2909.73, 2799.7",26.17,True,True,True,2026-01-16
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,1144121065472,9931.7,13.85,29.02,0.5803,1736.8,"1779.1, 4003.2, 2223.5",49.94,False,False,False,2026-01-16
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,1140694712320,1325.89,16.42,31.45,0.0,558.43,"539.41, 494.42, 219.67",95.83,True,False,True,2026-01-16
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,1130761289728,4378.48,10.98,26.33,0.034,1308.89,"1705.29, 1161.33, 1107.55",64.78,False,False,False,2026-01-16
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1128898756608,5272.52,10.31,17.68,0.0142,1297.62,"1221.84, 1570.51, 1302.53",69.75,False,False,False,2026-01-16
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,1126058164224,1999.94,15.79,31.14,0.0031,603.9,"529.5, 558.46, 449.37",48.73,False,False,False,2026-01-16
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,1124272832512,7630.68,2.36,15.13,0.0,2019.18,"2087.49, 1948.07, 1860.8",5.21,True,False,True,2026-01-16
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,1112599691264,2460.19,28.13,37.78,0.0,769.42,"747.55, 638.46",46.94,True,False,True,2026-01-16
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,1093624332288,1059.97,5.87,10.54,1.8665,512.48,"647.15, 561.78, 674.96",27.1,False,False,False,2026-01-16
BOSCHLTD,Bosch Limited,Consumer Cyclical,Auto Parts,1087412174848,2015.2,6.95,20.06,0.0078,554.5,"1116.1, 553.5, 458.7",29.33,False,False,False,2026-01-16
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,1082257702912,3106.8,7.85,23.67,3.2789,755.77,"611.07, 1130.09, 761.92",57.15,False,False,False,2026-01-16
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,1079891066880,12449.8,4.76,12.71,0.2537,2369.2,"2491.76, 4081.56, 2693.55",41.01,False,True,False,2026-01-16
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,1072042934272,2019.99,13.34,25.75,0.0209,592.12,"726.67, 457.56, 439.81",32.05,False,False,False,2026-01-16
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1069847085056,2764.3,5.71,16.83,0.4511,674.7,"921.7, 944.4, 422.9",44.9,False,False,False,2026-01-16
GROWW,GROWW,Financial Services,Capital Markets,1069452099584,0.0,0.0,0.0,0.0499,54.69,"1672.84, 75.71",25.89,True,False,False,2026-01-16
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1061138399232,2812.13,3.87,5.65,0.3802,1493.97,"339.4, 950.48, 860.9",35.53,False,False,False,2026-01-16
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,1055204573184,392.85,3.67,0.0,0.0,37.09,"211.59, 237.59, 266.79",23.19,False,False,False,2026-01-16
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,1040353853440,1445.9,7.55,19.79,0.8361,432.8,"389.6, 372.3, 378.8",70.02,False,False,False,2026-01-16
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,1039653404672,2104.2,0.0,0.0,0.011,484.9,"422.9, 582.0, 614.3",23.62,False,False,False,2026-01-16
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,1032583446528,1871.64,0.0,0.0,0.0102,351.74,"474.63, 528.41, 440.45",24.27,False,False,False,2026-01-16
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1009097506816,1075.88,7.38,14.4,0.3258,491.3,"307.97, 319.0, 238.8",71.15,False,False,False,2026-01-16
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,1005528023040,1122.77,3.85,7.94,0.0953,642.66,"574.32, 193.4, 76.44",27.5,False,False,False,2026-01-16
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,996947001344,1400.16,14.94,26.2,0.0565,424.94,"395.76, 372.99, 325.0",65.33,False,False,False,2026-01-16
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,994862104576,3281.62,10.75,24.53,0.3151,1219.03,"772.52, 855.16, 852.63",52.92,False,False,False,2026-01-16
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,987624833024,2413.51,4.14,28.82,0.0002,452.15,"325.29, 807.04, 585.08",18.78,False,False,False,2026-01-16
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,984173445120,1629.0,15.03,37.02,0.1367,420.0,"504.0, 343.0, 399.0",42.54,False,False,False,2026-01-16
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,983015161856,1582.0,10.07,20.41,0.049,417.0,"421.0, 335.0, 341.0",37.11,False,False,False,2026-01-16
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,980990164992,1185.52,0.38,10.91,0.1929,387.15,"300.99, 385.28, 324.91",25.12,True,False,True,2026-01-16
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,978670977024,5654.4,8.78,17.36,0.1617,1437.2,"1417.8, 1593.8, 1413.3",72.11,False,False,False,2026-01-16
RECLTD,REC Limited,Financial Services,Credit Services,977450172416,15884.23,2.79,22.0,6.6609,4465.71,"4309.98, 4076.35, 4037.72",45.5,True,False,True,2026-01-16
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,974403469312,1907.59,9.54,15.22,0.2501,296.37,"522.3, 582.32, 554.58",59.94,False,True,False,2026-01-16
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,974329872384,6735.7,6.89,27.1,1.1091,4110.93,"3415.44, 2543.65, 142.67",45.0,False,False,False,2026-01-16
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,947499630592,3332.32,1.2,10.34,4.5978,835.08,"864.59, 708.0, 1000.9",31.41,True,False,True,2026-01-16
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,942543339520,0.0,0.0,0.0,0.0688,0.0,N/A,0.0,False,False,False,2026-01-16
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,931997286400,2508.29,3.23,17.27,0.0,658.76,"747.08, 509.59, 724.38",48.59,True,False,True,2026-01-16
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,924300345344,533.9,0.7,2.3,0.4496,455.5,"504.45, 134.7, 106.15",35.67,False,True,False,2026-01-16
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,912652238848,1767.63,7.31,16.1,0.1146,513.91,"320.13, 522.38, 425.0",33.28,False,False,False,2026-01-16
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,898016083968,1990.96,7.07,13.46,0.5389,438.32,"420.77, 380.23, 653.47",25.75,False,False,False,2026-01-16
SRF,SRF Limited,Industrials,Conglomerates,897396506624,1250.78,7.17,12.81,0.3472,432.32,"526.06, 271.08, 201.42",47.59,False,False,False,2026-01-16
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,895033212928,1472.26,8.15,17.71,0.0329,347.72,"517.83, 278.3, 268.23",39.51,False,False,False,2026-01-16
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,884608729088,974.6,8.8,18.69,0.0152,269.23,"271.97, 240.53, 220.96",43.5,False,False,False,2026-01-16
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,883454246912,3116.8,-20.95,-49.4,0.2543,1197.0,"1081.18, 799.08",48.18,False,False,False,2026-01-16
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,873798303744,4525.5,9.54,19.25,0.3431,1466.8,"1170.9, 1023.5, 911.2",24.8,False,False,False,2026-01-16
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,860676554752,1950.89,3.85,7.46,2.1867,743.12,"408.05, 167.83, 853.25",30.54,False,False,False,2026-01-16
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,860499410944,962.14,1.07,3.52,0.0054,316.4,"295.92, 463.39, 242.59",47.78,False,False,False,2026-01-16
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,858834993152,658.7,-1.2,-4.09,0.0104,122.5,"539.8, 208.3, 928.0",63.25,False,False,False,2026-01-16
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,828692430848,1100.1,10.62,28.96,0.0337,359.6,"262.7, 145.8",24.77,False,False,False,2026-01-16
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,807249969152,1493.6,8.88,26.94,1.058,391.6,"468.4, 260.9, 253.1",15.0,False,False,False,2026-01-16
NHPC,NHPC Limited,Utilities,Utilities - Renewable,805812699136,3006.67,2.74,7.78,1.0041,1065.02,"853.64, 231.23, 900.03",32.43,False,False,False,2026-01-16
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,798991974400,1916.41,2.91,13.76,3.3284,555.96,"534.31, 383.23, 404.42",31.41,True,True,True,2026-01-16
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,779488526336,0.0,0.0,0.0,0.4422,0.0,N/A,18.9,False,False,False,2026-01-16
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,778592845824,475.48,1.91,4.47,1.1584,220.48,"233.22, 65.61, 38.04",10.99,False,True,False,2026-01-16
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,769480130560,2162.9,2.25,11.81,4.4387,583.3,"586.68, 548.02, 545.6",11.28,True,False,True,2026-01-16
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,764354560000,2105.93,1.43,12.65,0.0,580.86,"503.7, 528.45, 571.21",72.61,True,False,True,2026-01-16
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,747446009856,353.01,1.15,7.17,0.0486,84.59,"170.62, 71.54, 50.67",73.95,True,False,False,2026-01-16
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,743121616896,2575.54,-0.14,-1.16,0.0,604.07,"2328.87, 1402.33, 1331.29",81.88,True,False,False,2026-01-16
LTF,L&T Finance Limited,Financial Services,Credit Services,741882331136,2643.66,2.26,10.62,3.7075,701.1,"636.17, 626.4, 695.58",33.29,True,False,True,2026-01-16
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,736473120768,2446.49,0.67,5.93,0.0,808.65,"744.53, 619.38, 566.59",48.86,True,False,False,2026-01-16
WAAREEENER,WAAREEENER,Technology,Solar,734117101568,1867.39,10.94,33.7,0.2513,745.2,"618.91, 492.59, 394.15",26.75,False,False,False,2026-01-16
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,732300640256,3941.7,0.0,0.0,0.0863,0.0,N/A,30.69,False,False,False,2026-01-16
OIL,Oil India Limited,Energy,Oil & Gas Integrated,729777569792,6550.93,4.52,11.2,0.5817,1428.83,"1896.42, 1310.1, 1338.85",33.45,False,True,False,2026-01-16
NMDC,NMDC Limited,Basic Materials,Steel,727816011776,6541.98,12.8,23.09,0.1121,1967.74,"1477.68, 1881.96, 1211.57",39.2,False,False,False,2026-01-16
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,723540049920,66.08,4.28,7.42,0.9775,34.43,"23.32, 20.29, 26.12",42.45,False,False,False,2026-01-16
